Overall time BD (ms)	Overall time SO (ms)	Time first output SO (ms)	number of tuples	Exceptions
N/A	1.862.101	N/A	10000	none
N/A	2.179.061	N/A	10000	none
N/A	1.913.048	N/A	10000	none
N/A	8.278.803	N/A	10000	none
N/A	13.723.792	N/A	10000	none
N/A	5.749.607	N/A	10000	none
N/A	6.439.632	N/A	2885	none
N/A	1.024.641	N/A	10000	none
N/A	10.877.674	N/A	10000	none
N/A	1.301.694	N/A	10000	none
N/A	2.198.192	N/A	10000	none
N/A	1.237.242	N/A	10000	none
N/A	11.254.871	N/A	10000	none
N/A	11.149.435	N/A	10000	none
N/A	5.855.213	N/A	10000	none
N/A	4.637.065	N/A	10000	none
N/A	674.57	N/A	10000	none
N/A	6.425.709	N/A	2885	none
N/A	3.254.986	N/A	10000	none
N/A	11.388.777	N/A	10000	none
N/A	2.264.054	N/A	10000	none
N/A	1.319.353	N/A	10000	none
N/A	6.459.696	N/A	2885	none
N/A	2.753.859	N/A	10000	none
N/A	501.874	N/A	10000	none
N/A	14.835.095	N/A	10000	none
N/A	3.915.914	N/A	10000	none
N/A	3.220.146	N/A	10000	none
N/A	11.809.795	N/A	10000	none
N/A	3.224.381	N/A	10000	none
N/A	12.067.817	N/A	10000	none
N/A	261.603	N/A	10000	none
N/A	3.270.484	N/A	10000	none
N/A	265.631	N/A	10000	none
N/A	52.980.458	N/A	10000	none
N/A	7.643.017	N/A	10000	none
N/A	12.621.382	N/A	10000	none
N/A	1.645.148	N/A	10000	none
N/A	11.289.088	N/A	10000	none
N/A	1.257.108	N/A	10000	none
N/A	9.303.408	N/A	10000	none
N/A	2.175.859	N/A	10000	none
N/A	12.842.621	N/A	10000	none
N/A	617.847	N/A	2420	none
N/A	607.499	N/A	10000	none
N/A	658.721	N/A	10000	none
N/A	1.108.836	N/A	10000	none
N/A	2.615.964	N/A	10000	none
N/A	10.941.069	N/A	10000	none
N/A	3.020.353	N/A	10000	none
N/A	12.436.184	N/A	10000	none
N/A	9.857.101	N/A	10000	none
N/A	1.943.919	N/A	10000	none
N/A	5.750.588	N/A	10000	none
N/A	1.288.496	N/A	10000	none
N/A	2.225.407	N/A	10000	none
N/A	3.619.509	N/A	10000	none
N/A	1.891.979	N/A	10000	none
N/A	10.224.258	N/A	10000	none
N/A	3.264.557	N/A	10000	none
N/A	10.630.494	N/A	10000	none
N/A	6.114.867	N/A	10000	none
N/A	12.381.621	N/A	10000	none
N/A	3.240.667	N/A	10000	none
N/A	5.204.286	N/A	10000	none
N/A	9.409.924	N/A	10000	none
N/A	257.081	N/A	10000	none
N/A	6.450.055	N/A	2885	none
N/A	13.400.039	N/A	10000	none
N/A	2.186.816	N/A	10000	none
N/A	12.843.217	N/A	10000	none
N/A	4.401.031	N/A	10000	none
N/A	3.221.848	N/A	10000	none
N/A	27.756	N/A	10000	none
N/A	262.583	N/A	10000	none
N/A	10.866.512	N/A	10000	none
N/A	8.360.246	N/A	10000	none
N/A	12.973.443	N/A	10000	none
N/A	1.892.084	N/A	10000	none
N/A	10.092.007	N/A	10000	none
N/A	287.566	N/A	10000	none
N/A	11.065.139	N/A	10000	none
N/A	1.321.153	N/A	10000	none
N/A	1.433.616	N/A	10000	none
N/A	6.684.859	N/A	10000	none
N/A	11.030.375	N/A	10000	none
N/A	8.094.325	N/A	10000	none
N/A	13.410.516	N/A	10000	none
N/A	1.082.432	N/A	10000	none
N/A	4.875.889	N/A	10000	none
N/A	1.292.747	N/A	10000	none
N/A	1.537.756	N/A	10000	none
N/A	10.252.076	N/A	10000	none
N/A	1.915.295	N/A	10000	none
N/A	32.606.357	N/A	10000	none
N/A	6.263.608	N/A	2241	none
N/A	1.896.379	N/A	10000	none
N/A	11.201.148	N/A	10000	none
N/A	4.235.879	N/A	10000	none
N/A	33.561.221	N/A	10000	none
N/A	1.922.999	N/A	10000	none
N/A	11.561.125	N/A	10000	none
N/A	1.896.496	N/A	10000	none
N/A	7.821.343	N/A	10000	none
N/A	2.149.844	N/A	10000	none
N/A	1.667.567	N/A	10000	none
N/A	6.479.179	N/A	2814	none
N/A	1.679.835	N/A	10000	none
N/A	5.083.017	N/A	10000	none
N/A	1.143.384	N/A	10000	none
N/A	1.917.514	N/A	10000	none
N/A	2.205.726	N/A	10000	none
N/A	11.003.693	N/A	10000	none
N/A	1.457.019	N/A	10000	none
N/A	6.513.464	N/A	3600	none
N/A	259.566	N/A	10000	none
N/A	4.545.974	N/A	10000	none
N/A	2.219.175	N/A	10000	none
N/A	1.271.887	N/A	10000	none
N/A	1.246.147	N/A	10000	none
N/A	273.746	N/A	10000	none
N/A	6.582.169	N/A	10000	none
N/A	3.197.484	N/A	10000	none
N/A	5.954.065	N/A	10000	none
N/A	8.254.364	N/A	10000	none
N/A	1.468.541	N/A	10000	none
N/A	4.643.614	N/A	10000	none
N/A	1.896.687	N/A	10000	none
N/A	1.913.733	N/A	10000	none
N/A	11.191.407	N/A	10000	none
N/A	1.272.841	N/A	10000	none
N/A	276.247	N/A	10000	none
N/A	2.116.632	N/A	10000	none
N/A	3.759.556	N/A	10000	none
N/A	1.899.754	N/A	10000	none
N/A	1.934.548	N/A	10000	none
N/A	1.807.673	N/A	10000	none
N/A	7.364.727	N/A	5832	none
N/A	10.528.719	N/A	10000	none
N/A	10.983.015	N/A	10000	none
N/A	5.982.862	N/A	10000	none
N/A	5.988.716	N/A	1418	none
N/A	10.773.479	N/A	10000	none
N/A	4.956.036	N/A	10000	none
N/A	5.120.066	N/A	10000	none
N/A	33.631.296	N/A	10000	none
N/A	1.941.117	N/A	10000	none
N/A	1.924.966	N/A	10000	none
N/A	7.348.245	N/A	6511	none
N/A	3.261.835	N/A	10000	none
N/A	6.426.934	N/A	2885	none
N/A	5.259.042	N/A	10000	none
N/A	1.294.601	N/A	10000	none
N/A	1.907.746	N/A	10000	none
N/A	2.754.875	N/A	10000	none
N/A	10.924.761	N/A	10000	none
N/A	122.183	N/A	10000	none
N/A	1.944.707	N/A	10000	none
N/A	1.916.335	N/A	10000	none
N/A	3.249.749	N/A	10000	none
N/A	4.438.978	N/A	10000	none
N/A	6.142.272	N/A	2231	none
N/A	1.913.798	N/A	10000	none
N/A	140.966	N/A	10000	none
N/A	9.377.805	N/A	10000	none
N/A	5.176.293	N/A	10000	none
N/A	6.098.421	N/A	2420	none
N/A	1.339.773	N/A	10000	none
N/A	1.710.361	N/A	10000	none
N/A	1.320.371	N/A	10000	none
N/A	1.299.529	N/A	10000	none
N/A	2.484.197	N/A	10000	none
N/A	11.938.929	N/A	10000	none
N/A	211.807	N/A	10000	none
N/A	3.253.398	N/A	10000	none
N/A	2.670.218	N/A	10000	none
N/A	6.343.994	N/A	3907	none
N/A	10.071.318	N/A	10000	none
N/A	2.191.099	N/A	10000	none
N/A	6.057.409	N/A	1992	none
N/A	279.961	N/A	10000	none
N/A	11.418.719	N/A	10000	none
N/A	21.998.459	N/A	10000	none
N/A	6.577.961	N/A	3061	none
N/A	150.497	N/A	1	none
N/A	10.211	N/A	2	none
N/A	19.893	N/A	3	none
N/A	78.981	N/A	4	none
N/A	0.974	N/A	2	none
N/A	66.137	N/A	2	none
N/A	10.104	N/A	9	none
N/A	10.833	N/A	1	none
N/A	109.759	N/A	1	none
N/A	24.751	N/A	8	none
N/A	0.9754	N/A	1	none
N/A	332.373	N/A	4	none
N/A	94.419	N/A	1	none
N/A	0.9389	N/A	6	none
N/A	66.502	N/A	2	none
N/A	0.6688	N/A	9	none
N/A	98.022	N/A	1	none
N/A	281.046	N/A	2	none
N/A	0.6319	N/A	4	none
N/A	21.016	N/A	53	none
N/A	0.6619	N/A	4	none
N/A	205.817	N/A	2	none
N/A	0.6857	N/A	8	none
N/A	196.943	N/A	2	none
N/A	0.6067	N/A	1	none
N/A	0.6165	N/A	2	none
N/A	0.6138	N/A	1	none
N/A	0.6385	N/A	1	none
N/A	0.6601	N/A	4	none
N/A	0.9309	N/A	8	none
N/A	0.8761	N/A	4	none
N/A	0.6329	N/A	4	none
N/A	0.6239	N/A	2	none
N/A	32.938	N/A	5	none
N/A	0.7089	N/A	3	none
N/A	0.6374	N/A	1	none
N/A	169.991	N/A	2	none
N/A	0.6503	N/A	1	none
N/A	34.586	N/A	135	none
N/A	243.543	N/A	11	none
N/A	0.9434	N/A	4	none
N/A	0.9066	N/A	2	none
N/A	0.6625	N/A	1	none
N/A	86.275	N/A	1	none
N/A	0.8546	N/A	1	none
N/A	160.467	N/A	2	none
N/A	0.6572	N/A	4	none
N/A	10.663	N/A	39	none
N/A	148.729	N/A	2	none
N/A	173.673	N/A	2	none
N/A	0.9304	N/A	2	none
N/A	0.6468	N/A	9	none
N/A	0.6235	N/A	2	none
N/A	27.535	N/A	4	none
N/A	0.6783	N/A	8	none
N/A	163.724	N/A	2	none
N/A	0.9187	N/A	5	none
N/A	9.736	N/A	3	none
N/A	285.314	N/A	2	none
N/A	0.9568	N/A	3	none
N/A	0.6247	N/A	2	none
N/A	12.949	N/A	6	none
N/A	0.8752	N/A	1	none
N/A	282.996	N/A	2	none
N/A	0.6763	N/A	1	none
N/A	0.8838	N/A	1	none
N/A	0.6374	N/A	1	none
N/A	93.024	N/A	1	none
N/A	0.8946	N/A	1	none
N/A	0.5944	N/A	2	none
N/A	0.9235	N/A	1	none
N/A	0.9162	N/A	2	none
N/A	81.042	N/A	1	none
N/A	0.9445	N/A	6	none
N/A	27.512	N/A	2	none
N/A	0.8963	N/A	1	none
N/A	134.363	N/A	3	none
N/A	0.8777	N/A	2	none
N/A	97.112	N/A	1	none
N/A	0.6513	N/A	1	none
N/A	98.925	N/A	1	none
N/A	30.718	N/A	2	none
N/A	0.8907	N/A	1	none
N/A	0.8964	N/A	1	none
N/A	0.6566	N/A	1	none
N/A	10.107	N/A	22	none
N/A	133.989	N/A	3	none
N/A	0.6899	N/A	7	none
N/A	55.581	N/A	117	none
N/A	184.578	N/A	2	none
N/A	0.7197	N/A	4	none
N/A	0.9033	N/A	4	none
N/A	0.6549	N/A	1	none
N/A	17.491	N/A	2	none
N/A	2.919	N/A	4	none
N/A	0.6482	N/A	1	none
N/A	0.6676	N/A	3	none
N/A	0.9187	N/A	2	none
N/A	81.066	N/A	1	none
N/A	302.073	N/A	2	none
N/A	0.9266	N/A	2	none
N/A	2.785	N/A	2	none
N/A	74.072	N/A	1	none
N/A	58.473	N/A	1	none
N/A	98.482	N/A	1	none
N/A	107.653	N/A	3	none
N/A	267.089	N/A	5	none
N/A	0.9415	N/A	1	none
N/A	0.7442	N/A	30	none
N/A	169.521	N/A	2	none
N/A	96.253	N/A	1	none
N/A	29.973	N/A	2	none
N/A	53.843	N/A	409	none
N/A	0.6516	N/A	5	none
N/A	1.145	N/A	1	none
N/A	15.152	N/A	11	none
N/A	181.578	N/A	1	none
N/A	0.6517	N/A	2	none
N/A	87.832	N/A	1	none
N/A	0.7271	N/A	6	none
N/A	0.6321	N/A	2	none
N/A	292.884	N/A	3	none
N/A	0.9283	N/A	2	none
N/A	0.6733	N/A	2	none
N/A	0.6114	N/A	1	none
N/A	94.343	N/A	1	none
N/A	27.736	N/A	5	none
N/A	0.6204	N/A	3	none
N/A	0.6459	N/A	1	none
N/A	0.9082	N/A	4	none
N/A	115.149	N/A	7	none
N/A	0.6825	N/A	3	none
N/A	8.25	N/A	3	none
N/A	0.6441	N/A	2	none
N/A	29.976	N/A	6	none
N/A	106.168	N/A	1	none
N/A	17.938	N/A	3	none
N/A	267.421	N/A	2	none
N/A	0.9164	N/A	1	none
N/A	0.7358	N/A	2	none
N/A	0.6497	N/A	2	none
N/A	300.689	N/A	2	none
N/A	0.9253	N/A	1	none
N/A	118.823	N/A	2	none
N/A	0.9358	N/A	2	none
N/A	26.771	N/A	17	none
N/A	59.602	N/A	8	none
N/A	0.9213	N/A	2	none
N/A	294.607	N/A	4	none
N/A	0.7895	N/A	1	none
N/A	109.359	N/A	1	none
N/A	17.741	N/A	115	none
N/A	0.7903	N/A	2	none
N/A	206.095	N/A	2	none
N/A	5.546	N/A	3	none
N/A	0.8162	N/A	12	none
N/A	0.6574	N/A	1	none
N/A	14.062	N/A	13	none
N/A	103.177	N/A	3	none
N/A	17.512	N/A	1	none
N/A	0.8978	N/A	1	none
N/A	0.6343	N/A	6	none
N/A	15.324	N/A	2	none
N/A	98.512	N/A	1	none
N/A	188.632	N/A	2	none
N/A	0.687	N/A	5	none
N/A	0.8883	N/A	4	none
N/A	0.6389	N/A	2	none
N/A	290.608	N/A	2	none
N/A	146.258	N/A	1	none
N/A	0.9718	N/A	8	none
N/A	0.6883	N/A	9	none
N/A	151.929	N/A	2	none
N/A	96.797	N/A	1	none
N/A	161.043	N/A	2	none
N/A	132.617	N/A	1	none
N/A	0.9757	N/A	9	none
N/A	0.6371	N/A	1	none
N/A	0.9051	N/A	3	none
N/A	0.8764	N/A	2	none
N/A	0.6744	N/A	5	none
N/A	295.215	N/A	4	none
N/A	0.9177	N/A	2	none
N/A	0.6526	N/A	1	none
N/A	0.6407	N/A	6	none
N/A	171.464	N/A	31	none
N/A	15.107	N/A	3	none
N/A	44.813	N/A	50	none
N/A	0.8216	N/A	68	none
N/A	32.743	N/A	43	none
N/A	0.9353	N/A	4	none
N/A	177.438	N/A	43	none
N/A	0.6754	N/A	1	none
N/A	198.682	N/A	2	none
N/A	296.568	N/A	3	none
N/A	0.7001	N/A	2	none
N/A	0.6297	N/A	1	none
N/A	72.413	N/A	1	none
N/A	0.6833	N/A	6	none
N/A	160.285	N/A	29	none
N/A	0.6341	N/A	1	none
N/A	0.6275	N/A	1	none
N/A	11.628	N/A	18	none
N/A	19.755	N/A	2	none
N/A	0.6694	N/A	1	none
N/A	290.367	N/A	4	none
N/A	14.011	N/A	10	none
N/A	193.157	N/A	2	none
N/A	128.061	N/A	1	none
N/A	84.215	N/A	58	none
N/A	0.9066	N/A	10	none
N/A	13.611	N/A	4	none
N/A	185.898	N/A	2	none
N/A	16.166	N/A	10	none
N/A	18.545	N/A	8	none
N/A	0.6357	N/A	1	none
N/A	0.9157	N/A	7	none
N/A	314.276	N/A	2	none
N/A	182.424	N/A	2	none
N/A	0.8933	N/A	1	none
N/A	133.653	N/A	1	none
N/A	34.667	N/A	68	none
N/A	0.9252	N/A	1	none
N/A	0.6681	N/A	6	none
N/A	0.6174	N/A	1	none
N/A	0.9429	N/A	13	none
N/A	0.643	N/A	1	none
N/A	32.196	N/A	82	none
N/A	52.112	N/A	106	none
N/A	139.222	N/A	29	none
N/A	39.513	N/A	44	none
N/A	0.8604	N/A	1	none
N/A	100.295	N/A	1	none
N/A	0.9687	N/A	16	none
N/A	1.676	N/A	1	none
N/A	11.288	N/A	31	none
N/A	318.446	N/A	2	none
N/A	104.643	N/A	1	none
N/A	12.785	N/A	54	none
N/A	84.888	N/A	1	none
N/A	184.263	N/A	3	none
N/A	83.478	N/A	17	none
N/A	0.9387	N/A	3	none
N/A	187.612	N/A	2	none
N/A	0.9009	N/A	1	none
N/A	0.9741	N/A	17	none
N/A	0.7202	N/A	13	none
N/A	11.334	N/A	5	none
N/A	129.706	N/A	3	none
N/A	0.7807	N/A	29	none
N/A	326.258	N/A	8	none
N/A	51.837	N/A	19	none
N/A	85.623	N/A	1	none
N/A	86.853	N/A	1	none
N/A	10.258	N/A	15	none
N/A	166.139	N/A	2	none
N/A	299.323	N/A	2	none
N/A	1.324	N/A	2	none
N/A	83.299	N/A	1	none
N/A	0.631	N/A	2	none
N/A	175.343	N/A	2	none
N/A	97.264	N/A	1	none
N/A	19.905	N/A	52	none
N/A	74.331	N/A	4	none
N/A	10.962	N/A	33	none
N/A	13.608	N/A	1	none
N/A	0.9063	N/A	4	none
N/A	148.584	N/A	1	none
N/A	0.9057	N/A	1	none
N/A	167.061	N/A	91	none
N/A	0.655	N/A	1	none
N/A	0.9236	N/A	2	none
N/A	92.574	N/A	3	none
N/A	0.6516	N/A	1	none
N/A	300.967	N/A	2	none
N/A	196.361	N/A	2	none
N/A	29.631	N/A	47	none
N/A	10.199	N/A	13	none
N/A	0.8943	N/A	1	none
N/A	0.9021	N/A	4	none
N/A	221.446	N/A	2	none
N/A	0.8836	N/A	2	none
N/A	17.657	N/A	2	none
N/A	0.6522	N/A	19	none
N/A	294.602	N/A	3	none
N/A	0.8967	N/A	1	none
N/A	0.6544	N/A	5	none
N/A	36.252	N/A	46	none
N/A	0.9001	N/A	2	none
N/A	0.8369	N/A	3	none
N/A	0.6606	N/A	3	none
N/A	179.858	N/A	3	none
N/A	121.892	N/A	3	none
N/A	121.342	N/A	3	none
N/A	0.6446	N/A	2	none
N/A	8.31	N/A	7	none
N/A	103.601	N/A	1	none
N/A	163.884	N/A	4	none
N/A	188.617	N/A	2	none
N/A	10.697	N/A	18	none
N/A	0.626	N/A	2	none
N/A	0.7428	N/A	17	none
N/A	99.496	N/A	1	none
N/A	0.7713	N/A	4	none
N/A	17.647	N/A	12	none
N/A	0.923	N/A	1	none
N/A	10.005	N/A	10	none
N/A	0.6035	N/A	2	none
N/A	0.9655	N/A	5	none
N/A	0.9175	N/A	7	none
N/A	302.779	N/A	2	none
N/A	85.261	N/A	19	none
N/A	12.625	N/A	1	none
N/A	0.6344	N/A	2	none
N/A	263.912	N/A	8	none
N/A	1.522	N/A	1	none
N/A	0.6908	N/A	2	none
N/A	0.6258	N/A	3	none
N/A	0.7589	N/A	19	none
N/A	352.568	N/A	2	none
N/A	83.127	N/A	2	none
N/A	0.6555	N/A	4	none
N/A	0.594	N/A	1	none
N/A	206.767	N/A	2	none
N/A	276.653	N/A	4	none
N/A	0.6347	N/A	1	none
N/A	66.316	N/A	4	none
N/A	0.7247	N/A	37	none
N/A	0.9041	N/A	5	none
N/A	0.9192	N/A	4	none
N/A	0.6005	N/A	2	none
N/A	19.126	N/A	3	none
N/A	17.146	N/A	2	none
N/A	0.9217	N/A	5	none
N/A	225.562	N/A	2	none
N/A	0.8877	N/A	2	none
N/A	17.165	N/A	1	none
N/A	0.6486	N/A	5	none
N/A	0.87	N/A	1	none
N/A	328.838	N/A	2	none
N/A	320.394	N/A	4	none
N/A	0.9264	N/A	1	none
N/A	27.932	N/A	1	none
N/A	185.351	N/A	2	none
N/A	12.529	N/A	1	none
N/A	0.8713	N/A	1	none
N/A	0.821	N/A	5	none
N/A	8.173	N/A	3	none
N/A	28.936	N/A	23	none
N/A	174.621	N/A	2	none
N/A	38.255	N/A	2	none
N/A	0.9889	N/A	6	none
N/A	196.371	N/A	2	none
N/A	100.167	N/A	3	none
N/A	0.8886	N/A	7	none
N/A	0.6749	N/A	3	none
N/A	0.6465	N/A	2	none
N/A	0.8892	N/A	8	none
N/A	0.6779	N/A	1	none
N/A	0.6484	N/A	1	none
N/A	328.525	N/A	1	none
N/A	130.389	N/A	1	none
N/A	97.098	N/A	3	none
N/A	66.854	N/A	13	none
N/A	0.7207	N/A	15	none
N/A	0.6356	N/A	1	none
N/A	13.835	N/A	64	none
N/A	233.618	N/A	1	none
N/A	92.516	N/A	1	none
N/A	0.9303	N/A	1	none
N/A	175.333	N/A	3	none
N/A	0.9183	N/A	2	none
N/A	0.8624	N/A	3	none
N/A	0.665	N/A	5	none
N/A	128.101	N/A	3	none
N/A	122.246	N/A	3	none
N/A	66.449	N/A	4	none
N/A	0.8654	N/A	1	none
N/A	118.296	N/A	1	none
N/A	75.587	N/A	4	none
N/A	321.104	N/A	2	none
N/A	300.999	N/A	2	none
N/A	0.656	N/A	1	none
N/A	27.365	N/A	2	none
N/A	0.7538	N/A	2	none
N/A	82.063	N/A	9	none
N/A	0.5952	N/A	2	none
N/A	0.8633	N/A	1	none
N/A	11.965	N/A	3	none
N/A	15.995	N/A	6	none
N/A	25.881	N/A	16	none
N/A	0.9584	N/A	13	none
N/A	0.9373	N/A	20	none
N/A	105.017	N/A	1	none
N/A	0.8851	N/A	2	none
N/A	200.111	N/A	2	none
N/A	0.6204	N/A	1	none
N/A	98.432	N/A	1	none
N/A	0.7841	N/A	3	none
N/A	0.6516	N/A	1	none
N/A	121.349	N/A	1	none
N/A	19.046	N/A	2	none
N/A	14.801	N/A	3	none
N/A	138.565	N/A	33	none
N/A	33.838	N/A	30	none
N/A	0.6419	N/A	4	none
N/A	187.413	N/A	2	none
N/A	0.7823	N/A	11	none
N/A	0.8863	N/A	2	none
N/A	0.6429	N/A	3	none
N/A	195.657	N/A	2	none
N/A	87.456	N/A	1	none
N/A	0.6248	N/A	1	none
N/A	10.986	N/A	40	none
N/A	0.6128	N/A	1	none
N/A	0.6231	N/A	1	none
N/A	10.214	N/A	35	none
N/A	5.65	N/A	6	none
N/A	0.6196	N/A	1	none
N/A	0.8671	N/A	1	none
N/A	0.7688	N/A	1	none
N/A	0.6287	N/A	2	none
N/A	47.797	N/A	36	none
N/A	17.216	N/A	4	none
N/A	188.571	N/A	2	none
N/A	173.624	N/A	3	none
N/A	0.8668	N/A	4	none
N/A	96.885	N/A	1	none
N/A	0.6383	N/A	2	none
N/A	11.543	N/A	3	none
N/A	10.111	N/A	8	none
N/A	0.6114	N/A	1	none
N/A	316.697	N/A	3	none
N/A	0.9206	N/A	1	none
N/A	0.8936	N/A	3	none
N/A	0.6015	N/A	1	none
N/A	0.9256	N/A	3	none
N/A	0.6059	N/A	2	none
N/A	8.015	N/A	1	none
N/A	308.744	N/A	2	none
N/A	0.867	N/A	2	none
N/A	348.711	N/A	4	none
N/A	53.078	N/A	10	none
N/A	0.5964	N/A	1	none
N/A	1.238	N/A	33	none
N/A	27.198	N/A	2	none
N/A	0.5944	N/A	1	none
N/A	46.499	N/A	83	none
N/A	28.811	N/A	49	none
N/A	194.904	N/A	2	none
N/A	165.962	N/A	1	none
N/A	15.203	N/A	4	none
N/A	173.227	N/A	2	none
N/A	0.6155	N/A	1	none
N/A	118.179	N/A	2	none
N/A	82.227	N/A	1	none
N/A	112.484	N/A	3	none
N/A	0.6489	N/A	4	none
N/A	0.6283	N/A	5	none
N/A	0.6285	N/A	1	none
N/A	0.6339	N/A	3	none
N/A	285.139	N/A	2	none
N/A	147.174	N/A	1	none
N/A	22.853	N/A	1	none
N/A	0.6084	N/A	1	none
N/A	0.6581	N/A	3	none
N/A	0.6594	N/A	11	none
N/A	65.338	N/A	3	none
N/A	1.171	N/A	2	none
N/A	0.6091	N/A	1	none
N/A	10.098	N/A	5	none
N/A	102.332	N/A	1	none
N/A	0.6584	N/A	7	none
N/A	0.9376	N/A	5	none
N/A	78.398	N/A	8	none
N/A	0.6673	N/A	6	none
N/A	0.9368	N/A	1	none
N/A	200.251	N/A	2	none
N/A	31.915	N/A	4	none
N/A	0.9073	N/A	1	none
N/A	0.6362	N/A	3	none
N/A	133.724	N/A	31	none
N/A	18.114	N/A	2	none
N/A	14.612	N/A	4	none
N/A	18.516	N/A	6	none
N/A	98.335	N/A	3	none
N/A	0.9743	N/A	8	none
N/A	95.782	N/A	1	none
N/A	107.175	N/A	3	none
N/A	27.279	N/A	4	none
N/A	174.869	N/A	2	none
N/A	0.6383	N/A	1	none
N/A	19.826	N/A	2	none
N/A	162.082	N/A	2	none
N/A	0.6744	N/A	3	none
N/A	90.743	N/A	1	none
N/A	161.507	N/A	2	none
N/A	94.415	N/A	1	none
N/A	24.205	N/A	68	none
N/A	81.315	N/A	4	none
N/A	1.579.685	N/A	10000	none
N/A	11.368	N/A	1	none
N/A	0.8581	N/A	2	none
N/A	84.246	N/A	10000	none
N/A	19.029	N/A	65	none
N/A	502.244	N/A	7058	none
N/A	10.796	N/A	20	none
N/A	10.857	N/A	22	none
N/A	241.586	N/A	6453	none
N/A	813.313	N/A	8392	none
N/A	1.027.974	N/A	10000	none
N/A	61.557	N/A	605	none
N/A	330.988	N/A	2885	none
N/A	23.091	N/A	221	none
N/A	0.9519	N/A	8	none
N/A	886.385	N/A	10000	none
N/A	13.997	N/A	15	none
N/A	9.29	N/A	521	none
N/A	270.054	N/A	6453	none
N/A	54.449	N/A	231	none
N/A	0.8406	N/A	1	none
N/A	0.6206	N/A	2	none
N/A	909.208	N/A	10000	none
N/A	1.076.636	N/A	10000	none
N/A	885.926	N/A	10000	none
N/A	21.442	N/A	95	none
N/A	900.154	N/A	10000	none
N/A	12.303	N/A	8	none
N/A	0.5986	N/A	3	none
N/A	0.8418	N/A	2	none
N/A	230.343	N/A	1505	none
N/A	0.8647	N/A	3	none
N/A	1.475.676	N/A	10000	none
N/A	0.9075	N/A	4	none
N/A	0.5588	N/A	1	none
N/A	23.184	N/A	117	none
N/A	598.632	N/A	5337	none
N/A	1.033.068	N/A	10000	none
N/A	13.422	N/A	78	none
N/A	419.024	N/A	3630	none
N/A	0.8863	N/A	6	none
N/A	39.504	N/A	185	none
N/A	147.057	N/A	966	none
N/A	63.965	N/A	603	none
N/A	0.9013	N/A	3	none
N/A	903.946	N/A	10000	none
N/A	855.197	N/A	10000	none
N/A	12.702	N/A	31	none
N/A	1.414.652	N/A	10000	none
N/A	1.019.396	N/A	10000	none
N/A	256.172	N/A	2186	none
N/A	111.854	N/A	641	none
N/A	0.8022	N/A	7	none
N/A	864.009	N/A	10000	none
N/A	86.558	N/A	491	none
N/A	905.011	N/A	10000	none
N/A	12.936	N/A	12	none
N/A	21.138	N/A	116	none
N/A	1.036.526	N/A	10000	none
N/A	91.873	N/A	501	none
N/A	1.565	N/A	65	none
N/A	0.6594	N/A	2	none
N/A	0.5929	N/A	2	none
N/A	626.481	N/A	7648	none
N/A	247.211	N/A	6453	none
N/A	71.937	N/A	775	none
N/A	1.165.713	N/A	10000	none
N/A	0.9363	N/A	15	none
N/A	14.911	N/A	29	none
N/A	6.536	N/A	632	none
N/A	0.692	N/A	6	none
N/A	11.869	N/A	46	none
N/A	902.873	N/A	10000	none
N/A	19.047	N/A	111	none
N/A	1.045.463	N/A	10000	none
N/A	18.668	N/A	45	none
N/A	26.614	N/A	166	none
N/A	13.173	N/A	47	none
N/A	973.786	N/A	10000	none
N/A	1.031.496	N/A	10000	none
N/A	636.501	N/A	6256	none
N/A	273.048	N/A	6453	none
N/A	0.8544	N/A	4	none
N/A	844.404	N/A	10000	none
N/A	1.102.538	N/A	10000	none
N/A	11.508	N/A	18	none
N/A	21.308	N/A	107	none
N/A	1.202.132	N/A	10000	none
N/A	13.691	N/A	29	none
N/A	1.033	N/A	23	none
N/A	88.033	N/A	468	none
N/A	1.183.945	N/A	10000	none
N/A	11.949	N/A	15	none
N/A	1.167.548	N/A	10000	none
N/A	0.8261	N/A	4	none
N/A	479.257	N/A	4138	none
N/A	87.157	N/A	10000	none
N/A	14.755	N/A	35	none
N/A	0.77	N/A	36	none
N/A	571.318	N/A	5337	none
N/A	13.955	N/A	19	none
N/A	23.225	N/A	110	none
N/A	871.652	N/A	10000	none
N/A	11.074	N/A	6	none
N/A	657.407	N/A	6592	none
N/A	187.568	N/A	2153	none
N/A	11.329	N/A	1	none
N/A	1.026.469	N/A	10000	none
N/A	390.622	N/A	3154	none
N/A	877.898	N/A	10000	none
N/A	1.231.051	N/A	10000	none
N/A	857.878	N/A	10000	none
N/A	28.233	N/A	129	none
N/A	0.6071	N/A	4	none
N/A	0.9341	N/A	53	none
N/A	216.799	N/A	1673	none
N/A	1.348	N/A	96	none
N/A	690.394	N/A	10000	none
N/A	0.9701	N/A	10	none
N/A	1.632.328	N/A	10000	none
N/A	1.020.448	N/A	10000	none
N/A	0.9729	N/A	5	none
N/A	1.535	N/A	87	none
N/A	19.95	N/A	1663	none
N/A	13.849	N/A	58	none
N/A	0.6814	N/A	6	none
N/A	882.221	N/A	10000	none
N/A	103.616	N/A	775	none
N/A	0.9766	N/A	1	none
N/A	261.883	N/A	6453	none
N/A	57.807	N/A	382	none
N/A	146.327	N/A	1384	none
N/A	71.937	N/A	10000	none
N/A	112.782	N/A	10000	none
N/A	54.853	N/A	367	none
